"TIME","GEO","UNIT","PURPOSE","DURATION","PARTNER","EXPEND","Value","Flag and Footnotes"
"2012","Netherlands","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2012","Austria","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2012","Austria","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","94.74",""
"2012","Austria","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2012","Austria","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","120.07",""
"2012","Austria","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2012","Austria","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","139.76",""
"2012","Austria","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2012","Austria","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","224.56",""
"2012","Austria","Thousand euro","Personal reasons","1 night or over","Domestic","Total","3,149,603.65",""
"2012","Austria","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2012","Austria","Thousand euro","Personal reasons","1 night or over","Outbound","Total","7,147,008.66",""
"2012","Austria","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2012","Austria","Thousand euro","Professional, business","1 night or over","Domestic","Total","620,496.39",""
"2012","Austria","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2012","Austria","Thousand euro","Professional, business","1 night or over","Outbound","Total","1,779,502.25",""
"2012","Austria","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2012","Poland","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2012","Poland","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","40.58",""
"2012","Poland","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2012","Poland","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","73.51",""
"2012","Poland","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2012","Poland","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","62.37",""
"2012","Poland","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2012","Poland","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","101.63",""
"2012","Poland","Thousand euro","Personal reasons","1 night or over","Domestic","Total","7,341,088.31",""
"2012","Poland","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2012","Poland","Thousand euro","Personal reasons","1 night or over","Outbound","Total","4,835,102.05",""
"2012","Poland","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2012","Poland","Thousand euro","Professional, business","1 night or over","Domestic","Total","957,848.62",""
"2012","Poland","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2012","Poland","Thousand euro","Professional, business","1 night or over","Outbound","Total","2,050,502.71",""
"2012","Poland","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2012","Portugal","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2012","Portugal","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","22.09",""
"2012","Portugal","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2012","Portugal","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","55.66",""
"2012","Portugal","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2012","Portugal","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","27.89",""
"2012","Portugal","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2012","Portugal","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","34.71",""
"2012","Portugal","Thousand euro","Personal reasons","1 night or over","Domestic","Total","999,780.2",""
"2012","Portugal","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2012","Portugal","Thousand euro","Personal reasons","1 night or over","Outbound","Total","433,996.61",""
"2012","Portugal","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2012","Portugal","Thousand euro","Professional, business","1 night or over","Domestic","Total","64,719.52",""
"2012","Portugal","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2012","Portugal","Thousand euro","Professional, business","1 night or over","Outbound","Total","100,408.05",""
"2012","Portugal","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2012","Romania","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2012","Romania","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","23.06",""
"2012","Romania","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2012","Romania","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","38.69",""
"2012","Romania","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2012","Romania","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","13.81",""
"2012","Romania","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2012","Romania","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":","u"
"2012","Romania","Thousand euro","Personal reasons","1 night or over","Domestic","Total","1,358,253.19",""
"2012","Romania","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2012","Romania","Thousand euro","Personal reasons","1 night or over","Outbound","Total","329,438.76",""
"2012","Romania","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2012","Romania","Thousand euro","Professional, business","1 night or over","Domestic","Total","66,748.66",""
"2012","Romania","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2012","Romania","Thousand euro","Professional, business","1 night or over","Outbound","Total",":","u"
"2012","Romania","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2012","Slovenia","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2012","Slovenia","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","33.17",""
"2012","Slovenia","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2012","Slovenia","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","48.39",""
"2012","Slovenia","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2012","Slovenia","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","106.21",""
"2012","Slovenia","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2012","Slovenia","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","180.05",""
"2012","Slovenia","Thousand euro","Personal reasons","1 night or over","Domestic","Total","177,765.53",""
"2012","Slovenia","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2012","Slovenia","Thousand euro","Personal reasons","1 night or over","Outbound","Total","588,384.71",""
"2012","Slovenia","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2012","Slovenia","Thousand euro","Professional, business","1 night or over","Domestic","Total","19,640.02",""
"2012","Slovenia","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2012","Slovenia","Thousand euro","Professional, business","1 night or over","Outbound","Total","250,434.51",""
"2012","Slovenia","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2012","Slovakia","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2012","Slovakia","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","43.26",""
"2012","Slovakia","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
"2012","Slovakia","Euro","Personal reasons","1 night or over","Outbound","Average expenditure per night","76.15",""
"2012","Slovakia","Euro","Professional, business","1 night or over","Domestic","Total",":",""
"2012","Slovakia","Euro","Professional, business","1 night or over","Domestic","Average expenditure per night","81.44",""
"2012","Slovakia","Euro","Professional, business","1 night or over","Outbound","Total",":",""
"2012","Slovakia","Euro","Professional, business","1 night or over","Outbound","Average expenditure per night","105.02","u"
"2012","Slovakia","Thousand euro","Personal reasons","1 night or over","Domestic","Total","709,593.59",""
"2012","Slovakia","Thousand euro","Personal reasons","1 night or over","Domestic","Average expenditure per night",":",""
"2012","Slovakia","Thousand euro","Personal reasons","1 night or over","Outbound","Total","1,434,767.04",""
"2012","Slovakia","Thousand euro","Personal reasons","1 night or over","Outbound","Average expenditure per night",":",""
"2012","Slovakia","Thousand euro","Professional, business","1 night or over","Domestic","Total","148,978.78",""
"2012","Slovakia","Thousand euro","Professional, business","1 night or over","Domestic","Average expenditure per night",":",""
"2012","Slovakia","Thousand euro","Professional, business","1 night or over","Outbound","Total","126,501.59","u"
"2012","Slovakia","Thousand euro","Professional, business","1 night or over","Outbound","Average expenditure per night",":",""
"2012","Finland","Euro","Personal reasons","1 night or over","Domestic","Total",":",""
"2012","Finland","Euro","Personal reasons","1 night or over","Domestic","Average expenditure per night","65.13","b"
"2012","Finland","Euro","Personal reasons","1 night or over","Outbound","Total",":",""
