"TIME","GEO","UNIT","PURPOSE","DURATION","PARTNER","ACCOMMOD","EXPEND","Value"
"2017","Slovakia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","39.75"
"2017","Slovakia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","24.78"
"2017","Slovakia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","143.14"
"2017","Slovakia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","50.93"
"2017","Finland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","28.8"
"2017","Finland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","10.37"
"2017","Finland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","215.01"
"2017","Finland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","34.59"
"2017","Finland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","131.84"
"2017","Finland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","68.95"
"2017","Finland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","378.69"
"2017","Finland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","82.17"
"2017","Sweden","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","78.93"
"2017","Sweden","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","20.98"
"2017","Sweden","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","338.45"
"2017","Sweden","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","37.12"
"2017","Sweden","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","277.48"
"2017","Sweden","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","108.07"
"2017","Sweden","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","453.45"
"2017","Sweden","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","106.44"
"2018","Belgium","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","107.64"
"2018","Belgium","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","27.04"
"2018","Belgium","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","303.56"
"2018","Belgium","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","37"
"2018","Belgium","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","162"
"2018","Belgium","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","69.47"
"2018","Belgium","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","489.1"
"2018","Belgium","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","89.15"
"2018","Bulgaria","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","34.97"
"2018","Bulgaria","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","8.78"
"2018","Bulgaria","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","88.45"
"2018","Bulgaria","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","12.85"
"2018","Bulgaria","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","48.62"
"2018","Bulgaria","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","14"
"2018","Bulgaria","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","224.63"
"2018","Bulgaria","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","39.53"
"2018","Czechia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","19.14"
"2018","Czechia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","5.49"
"2018","Czechia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","130.93"
"2018","Czechia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","19.89"
"2018","Czechia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","62.9"
"2018","Czechia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","30.14"
"2018","Czechia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","219.92"
"2018","Czechia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","61.75"
"2018","Denmark","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","98.36"
"2018","Denmark","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","27.92"
"2018","Denmark","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","525.66"
"2018","Denmark","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","67.92"
"2018","Denmark","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","210.67"
"2018","Denmark","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","81.81"
"2018","Denmark","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","358.44"
"2018","Denmark","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","102.71"
"2018","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","117.88"
"2018","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","29.77"
"2018","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","398.45"
"2018","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","45.4"
"2018","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","185.56"
"2018","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","72.88"
"2018","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","450.15"
"2018","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","87.51"
"2018","Estonia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","26.23"
"2018","Estonia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","13.75"
"2018","Estonia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","199.66"
"2018","Estonia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","30.13"
"2018","Estonia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","43.87"
"2018","Estonia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","27.09"
"2018","Estonia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","286.52"
"2018","Estonia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","75.17"
"2018","Ireland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","70.53"
"2018","Ireland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","27.84"
"2018","Ireland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","258.55"
"2018","Ireland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","35.62"
"2018","Ireland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","125.05"
"2018","Ireland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","75.46"
"2018","Ireland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","411.77"
"2018","Ireland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","113.88"
"2018","Greece","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","50.83"
"2018","Greece","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","4.71"
"2018","Greece","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","111.37"
"2018","Greece","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","12.76"
"2018","Greece","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","83.17"
"2018","Greece","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","18.24"
"2018","Greece","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","320.06"
"2018","Greece","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","37.87"
"2018","Spain","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","45.24"
"2018","Spain","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","12.27"
"2018","Spain","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","235.03"
"2018","Spain","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","30.03"
"2018","Spain","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","130.59"
"2018","Spain","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","53.27"
"2018","Spain","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","426.85"
"2018","Spain","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","81.31"
"2018","France","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","73.08"
"2018","France","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","14.59"
"2018","France","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","273.49"
"2018","France","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","33.73"
"2018","France","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","125.67"
"2018","France","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","43.6"
"2018","France","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","297.44"
"2018","France","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","67.11"
"2018","Croatia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","47.93"
"2018","Croatia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","8.26"
"2018","Croatia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","106.14"
"2018","Croatia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","19.11"
"2018","Croatia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","130.04"
"2018","Croatia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","36.84"
"2018","Croatia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","279.04"
"2018","Croatia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","46.9"
"2018","Italy","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","109.89"
"2018","Italy","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","21.84"
"2018","Italy","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","236.9"
"2018","Italy","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","30.54"
"2018","Italy","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","114.51"
"2018","Italy","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","40.64"
"2018","Italy","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","305.25"
"2018","Italy","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","41.51"
"2018","Cyprus","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","32.64"
"2018","Cyprus","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","13.87"
"2018","Cyprus","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","177"
"2018","Cyprus","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","19.34"
"2018","Cyprus","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip",":"
"2018","Cyprus","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night",":"
"2018","Cyprus","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","376.93"
"2018","Cyprus","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","86.11"
"2018","Latvia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","6.75"
"2018","Latvia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","3.15"
"2018","Latvia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","73.27"
"2018","Latvia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","14"
"2018","Latvia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","32.23"
"2018","Latvia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","18.23"
"2018","Latvia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","309.95"
"2018","Latvia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","50.88"
"2018","Lithuania","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","35.86"
"2018","Lithuania","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","12.64"
"2018","Lithuania","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","142.55"
"2018","Lithuania","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","20.88"
"2018","Lithuania","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","53.02"
"2018","Lithuania","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","27.53"
"2018","Lithuania","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","196.12"
"2018","Lithuania","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","39.68"
"2018","Luxembourg","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","89.64"
"2018","Luxembourg","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","23.99"
"2018","Luxembourg","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","240.68"
"2018","Luxembourg","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","34.28"
"2018","Luxembourg","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip",":"
"2018","Luxembourg","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night",":"
"2018","Luxembourg","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","314.09"
"2018","Luxembourg","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","96.97"
"2018","Hungary","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","39.35"
"2018","Hungary","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","12.46"
"2018","Hungary","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","55.68"
"2018","Hungary","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","11.96"
"2018","Hungary","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","47.29"
"2018","Hungary","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","25.96"
"2018","Hungary","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","154.5"
"2018","Hungary","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","54.13"
"2018","Malta","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","58.41"
"2018","Malta","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","21.99"
"2018","Malta","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","249.59"
"2018","Malta","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","38.75"
"2018","Malta","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","62.85"
"2018","Malta","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","26.51"
"2018","Malta","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","352.66"
"2018","Malta","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","72.73"
"2018","Netherlands","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","69.43"
"2018","Netherlands","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","16.12"
"2018","Netherlands","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","328.7"
"2018","Netherlands","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","33.12"
"2018","Netherlands","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","153.47"
"2018","Netherlands","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","83.73"
"2018","Netherlands","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","394.76"
"2018","Netherlands","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","115.51"
"2018","Austria","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","166.16"
"2018","Austria","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","47.77"
"2018","Austria","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","394.97"
"2018","Austria","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","61.48"
"2018","Austria","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","162.3"
"2018","Austria","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","72.98"
"2018","Austria","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","331.78"
"2018","Austria","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","79.94"
"2018","Poland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","42.57"
"2018","Poland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","8.97"
"2018","Poland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","159.18"
"2018","Poland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","16.58"
"2018","Poland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","80.19"
"2018","Poland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","21.56"
"2018","Poland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","185.99"
"2018","Poland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","21.89"
"2018","Portugal","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","27.13"
"2018","Portugal","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","7.61"
"2018","Portugal","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","158.23"
"2018","Portugal","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","20.45"
"2018","Portugal","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","46.32"
"2018","Portugal","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","15.82"
"2018","Portugal","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","162.2"
"2018","Portugal","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","24.4"
"2018","Romania","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","32.57"
"2018","Romania","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","9.51"
"2018","Romania","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","112.32"
"2018","Romania","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","15.97"
"2018","Romania","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","72.84"
"2018","Romania","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","8.99"
"2018","Romania","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip",":"
"2018","Romania","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night",":"
"2018","Slovenia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","52.67"
"2018","Slovenia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","19.27"
"2018","Slovenia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","112.05"
"2018","Slovenia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","19.46"
"2018","Slovenia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","141.09"
"2018","Slovenia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","63.42"
"2018","Slovenia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","287.55"
"2018","Slovenia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","79.32"
"2018","Slovakia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","47.56"
"2018","Slovakia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","13.4"
"2018","Slovakia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","112.57"
"2018","Slovakia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","17.95"
"2018","Slovakia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","38.89"
"2018","Slovakia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","21.91"
"2018","Slovakia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","151.02"
"2018","Slovakia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","40.6"
"2018","Finland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","31.99"
"2018","Finland","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","11.43"
"2018","Finland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","222.35"
"2018","Finland","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","34.79"
"2018","Finland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","131.77"
"2018","Finland","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","70.01"
"2018","Finland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","377.97"
"2018","Finland","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","95.91"
"2018","Sweden","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","55.91"
"2018","Sweden","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","15.74"
"2018","Sweden","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","347.44"
"2018","Sweden","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","41.71"
"2018","Sweden","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","177.88"
"2018","Sweden","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","79.51"
"2018","Sweden","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","366.14"
"2018","Sweden","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","85.84"
"2019","Belgium","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","103.29"
"2019","Belgium","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","31.04"
"2019","Belgium","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","304.76"
"2019","Belgium","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","38.64"
"2019","Belgium","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","159.07"
"2019","Belgium","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","62.65"
"2019","Belgium","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","433.86"
"2019","Belgium","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","89.88"
"2019","Bulgaria","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","36"
"2019","Bulgaria","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","9.05"
"2019","Bulgaria","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","79.57"
"2019","Bulgaria","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","12.6"
"2019","Bulgaria","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","51.95"
"2019","Bulgaria","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","23.56"
"2019","Bulgaria","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","230.38"
"2019","Bulgaria","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","47.09"
"2019","Czechia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","21.17"
"2019","Czechia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","5.7"
"2019","Czechia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","129.61"
"2019","Czechia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","19.76"
"2019","Czechia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","66.4"
"2019","Czechia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","31.61"
"2019","Czechia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","203.29"
"2019","Czechia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","47.5"
"2019","Denmark","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","88.1"
"2019","Denmark","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","26.86"
"2019","Denmark","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","336.85"
"2019","Denmark","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","45.51"
"2019","Denmark","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","178.74"
"2019","Denmark","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","82.51"
"2019","Denmark","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","411.34"
"2019","Denmark","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","76.8"
"2019","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","118.86"
"2019","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","30.71"
"2019","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","385.98"
"2019","Germany (until 1990 former territory of the FRG)","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","42.7"
"2019","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","178.93"
"2019","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","64.4"
"2019","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","404.1"
"2019","Germany (until 1990 former territory of the FRG)","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per night","74.44"
"2019","Estonia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per trip","29.15"
"2019","Estonia","Euro","Personal reasons","1 night or over","Domestic country","Total","Average expenditure per night","14.9"
"2019","Estonia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per trip","225.87"
"2019","Estonia","Euro","Personal reasons","1 night or over","Outbound","Total","Average expenditure per night","34.92"
"2019","Estonia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per trip","59.93"
"2019","Estonia","Euro","Professional, business","1 night or over","Domestic country","Total","Average expenditure per night","34.49"
"2019","Estonia","Euro","Professional, business","1 night or over","Outbound","Total","Average expenditure per trip","305.14"
